Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,Season,HomeValue,AwayValue,PSH,PSD,PSA,B365CH,B365CD,B365CA,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI
B1,12/02/2020,Standard,Club Brugge,D,3.1,3.3,2.3,3.0,3.6,2.3,3.05,3.4,2.2,3.0,3.5,2.2,2019/20,€76.68m,€160.73m,3.17,3.62,2.23,3.5,3.6,2.0,3.0374999999999996,0.04145780987944252,1.9998659179747336,0.013648661688705358,0.007201646090534863,0.25004596030748916,3.45,0.11180339887498958,1.999242223543839,0.03240678228260567,0.018115942028985366,0.2502630802136237,2.25,0.04999999999999982,1.9996437496778563,0.022222222222222143,0.011111111111111072,0.25012345679012343
B1,12/02/2020,Waasland-Beveren,Kortrijk,A,3.0,3.4,2.3,3.1,3.3,2.35,2.95,3.4,2.25,3.0,3.4,2.25,2019/20,€14.93m,€19.90m,3.1,3.56,2.29,3.25,3.4,2.2,3.0125,0.0544862367942584,1.9997649269795168,0.01808671760805258,0.009336099585062207,0.25007993983764715,3.375,0.04330127018922197,1.999880665596286,0.012830005981991695,0.005555555555555536,0.25004239923116056,2.2875,0.04145780987944252,1.9997637471521175,0.01812363273418252,0.0095628415300546,0.25008069753274725
B1,13/02/2020,Antwerp,Genk,D,2.1,3.4,3.4,2.1,3.75,3.25,2.05,3.5,3.3,2.1,3.5,3.25,2019/20,€49.98m,€113.53m,2.06,3.7,3.54,2.0,3.6,3.5,2.0875000000000004,0.02165063509461108,1.9999220921179732,0.010371561721969378,0.0044910179640720305,0.25002754820936646,3.5375,0.12930100540985753,1.9990451779396226,0.036551520963917325,0.018551236749116518,0.2503160163165534,3.3,0.061237243569579415,1.999752828538832,0.018556740475630128,0.009469696969697017,0.25008356602170967
B1,14/02/2020,Eupen,Gent,A,5.5,4.33,1.53,6.25,4.4,1.5,5.5,4.05,1.55,6.5,4.33,1.47,2019/20,€26.05m,€95.10m,6.02,4.21,1.57,5.0,4.2,1.61,5.9375,0.44633927678392815,1.9959310963722363,0.07517293082676685,0.03947368421052633,0.2513915586616217,4.2775,0.13442005058770082,1.9992799723083217,0.03142490954709546,0.015341905318527083,0.2502632345627659,1.5125,0.03031088913245538,1.9997099089969814,0.020040257277656452,0.011157024793388537,0.25010121993669676
B1,15/02/2020,Club Brugge,Waasland-Beveren,H,1.14,8.0,15.0,1.12,8.5,23.0,1.11,8.4,18.0,1.12,7.5,19.0,2019/20,€160.73m,€14.93m,1.11,8.7,20.46,1.12,9.0,15.0,1.1225,0.010897247358851605,1.9999321574125377,0.009708015464455773,0.0050111358574609355,0.25002327034450444,8.1,0.3937003937005906,1.9982804273806107,0.04860498687661613,0.026234567901234573,0.2506233795398873,18.75,2.8613807855648994,1.98329126776483,0.15260697523012798,0.08333333333333326,0.25574974881188195
B1,15/02/2020,Oostende,Kortrijk,A,2.45,3.4,2.8,2.45,3.4,2.85,2.4,3.35,2.7,2.45,3.4,2.7,2019/20,€23.85m,€19.90m,2.56,3.44,2.79,2.62,3.3,2.62,2.4375,0.02165063509461108,1.9999428926237075,0.008882311833686598,0.0038461538461538325,0.25002013476871865,3.3874999999999997,0.021650635094610887,1.9999704606315836,0.006391331393243067,0.002767527675276993,0.25001036469921645,2.7625,0.06495190528383282,1.9996018504490303,0.023512001912699663,0.012443438914026883,0.25013687603061124
B1,15/02/2020,St Truiden,Cercle Brugge,A,2.2,3.5,3.1,2.3,3.5,3.0,2.25,3.45,2.9,2.15,3.5,3.1,2019/20,€26.75m,€31.93m,2.38,3.49,3.0,2.5,3.4,2.75,2.225,0.05590169943749469,1.9995445827321883,0.025124359297750424,0.014044943820224587,0.25015799981763226,3.4875,0.021650635094610887,1.9999721323448272,0.006208067410641115,0.0026881720430107503,0.2500097746614709,3.025,0.08291561975888508,1.9994554854486322,0.027410122234342176,0.01446280991735538,0.25019318544287333
B1,15/02/2020,Mechelen,Anderlecht,H,2.7,3.4,2.5,2.8,3.5,2.45,2.7,3.4,2.4,2.75,3.5,2.38,2019/20,€23.63m,€137.28m,2.71,3.64,2.52,3.3,3.4,2.1,2.7375,0.04145780987944235,1.9998349586297728,0.015144405435412732,0.007990867579908523,0.25005650565967785,3.45,0.050000000000000044,1.9998484829291059,0.014492753623188418,0.007246376811594457,0.25005250997689565,2.4325,0.046569840025492956,1.9997361419193578,0.019144846875844997,0.010534429599178052,0.25009052511591867
B1,16/02/2020,Antwerp,Charleroi,D,2.0,3.5,3.6,2.0,3.6,3.7,2.0,3.4,3.5,2.0,3.4,3.6,2019/20,€49.98m,€31.65m,2.07,3.5,3.71,2.0,3.5,3.6,2.0,0.0,2.0,0.0,0.0,0.25,3.475,0.08291561975888508,1.9995908651694054,0.023860610002556855,0.0125899280575541,0.25013912875740063,3.6,0.07071067811865482,1.9997216665451496,0.019641855032959673,0.01041666666666674,0.25009656232176186
B1,16/02/2020,Genk,Standard,A,2.5,3.4,2.7,2.6,3.5,2.65,2.4,3.35,2.7,2.45,3.4,2.7,2019/20,€113.53m,€76.68m,2.51,3.54,2.79,2.5,3.4,2.7,2.4875,0.07395099728874523,1.9993650364816704,0.029729044136178988,0.01633165829145744,0.25021572655609203,3.4125,0.0544862367942584,1.9998167256932422,0.015966662796852278,0.008241758241758435,0.2500624591577988,2.6875,0.02165063509461108,1.9999530382297792,0.008056050267762262,0.0034883720930232176,0.250016531111552
B1,16/02/2020,Waregem,Mouscron,A,1.7,4.0,4.5,1.67,4.1,4.75,1.7,3.8,4.3,1.75,3.8,4.2,2019/20,€30.08m,€26.15m,1.77,4.08,4.34,1.75,4.0,4.2,1.705,0.02872281323269017,1.999795847351676,0.016846224769906257,0.008797653958944274,0.2500698013005461,3.925,0.12990381056766576,1.9992115322894077,0.03309651224653905,0.01751592356687892,0.25027020966964214,4.4375,0.210282548015759,1.998389316141602,0.04738761645425555,0.02605633802816887,0.2505427056173337
B1,21/02/2020,Kortrijk,Genk,A,2.5,4.0,2.4,2.6,3.6,2.65,2.55,3.4,2.5,2.45,3.4,2.7,2019/20,€19.90m,€113.53m,2.67,3.53,2.62,2.25,4.0,2.7,2.525,0.05590169943749469,1.9996463855524655,0.022139286905938492,0.012376237623762387,0.25012265241808646,3.6,0.24494897427831783,1.9967173830225846,0.06804138174397717,0.03472222222222232,0.25104343296412135,2.5625,0.11924240017711828,1.9984326910565262,0.046533619581314446,0.025609756097561,0.25055219737690443
B1,22/02/2020,Standard,Antwerp,H,1.95,3.6,3.75,2.05,3.6,3.5,2.0,3.45,3.45,2.0,3.6,3.4,2019/20,€76.68m,€49.98m,2.06,3.67,3.55,2.0,3.5,3.75,2.0,0.03535533905932733,1.9997745554126243,0.017677669529663664,0.009374999999999911,0.25007819828035116,3.5625,0.06495190528383286,1.9997585026337423,0.01823211376388291,0.007894736842105399,0.25008671522719383,3.5250000000000004,0.1346291201783626,1.9989596017035616,0.038192658206627685,0.019503546099290725,0.25034074244390137
B1,22/02/2020,Mouscron,Cercle Brugge,A,2.5,3.4,2.7,2.55,3.4,2.75,2.5,3.35,2.65,2.45,3.4,2.7,2019/20,€26.15m,€31.93m,2.56,3.55,2.72,3.0,3.4,2.3,2.5,0.03535533905932725,1.9998557208764052,0.0141421356237309,0.00749999999999984,0.25005003001000276,3.3874999999999997,0.021650635094610887,1.9999704606315836,0.006391331393243067,0.002767527675276993,0.25001036469921645,2.7,0.03535533905932741,1.9998763050830963,0.013094570021973114,0.00694444444444442,0.2500428889982139
B1,22/02/2020,Oostende,Waregem,D,2.45,3.4,2.75,2.45,3.6,2.75,2.4,3.45,2.65,2.45,3.5,2.62,2019/20,€23.85m,€30.08m,2.45,3.67,2.78,2.37,3.4,2.9,2.4375,0.02165063509461108,1.9999428926237075,0.008882311833686598,0.0038461538461538325,0.25002013476871865,3.4875,0.07395099728874524,1.9996766092746685,0.021204587036199353,0.0116487455197134,0.2501104624305588,2.6925000000000003,0.058470077817632485,1.9996595571683273,0.021715906338953567,0.011374187558031545,0.25011841430310194
B1,22/02/2020,Mechelen,Waasland-Beveren,H,1.53,4.0,6.0,1.6,4.33,5.25,1.55,4.1,5.2,1.53,4.2,5.5,2019/20,€23.63m,€14.93m,1.56,4.38,5.73,1.57,3.75,5.5,1.5525,0.02861380785564902,1.9997562893582652,0.018430794109918852,0.009259259259259522,0.2500821967891157,4.157500000000001,0.12214233500306117,1.999378174211162,0.02937879374697803,0.016386049308478867,0.2502142311820804,5.4875,0.3169680583276491,1.997626218368271,0.057761832952646766,0.03018223234624151,0.25076776868689893
B1,23/02/2020,Club Brugge,Charleroi,H,1.45,4.2,7.5,1.48,4.25,7.25,1.47,4.05,6.5,1.47,4.0,7.0,2019/20,€160.73m,€31.65m,1.51,4.08,7.43,1.5,4.0,6.5,1.4674999999999998,0.010897247358851694,1.9999601589581935,0.007425722220682586,0.0038330494037477347,0.2500139213492592,4.125,0.10307764064044157,1.9995495145192579,0.02498851894313735,0.013636363636363669,0.2501561713469923,7.0625,0.369754986443726,1.9980060666962813,0.052354688346014304,0.028761061946902755,0.2507214586812634
B1,23/02/2020,Anderlecht,Eupen,H,1.44,4.2,8.0,1.45,4.33,7.5,1.42,4.25,7.0,1.42,4.2,8.0,2019/20,€137.28m,€26.05m,1.42,4.52,8.44,1.5,4.0,7.0,1.4324999999999999,0.01299038105676659,1.9999407175890374,0.009068328835439156,0.004799301919720778,0.2500204803179479,4.245,0.0531507290636732,1.9998872482633643,0.012520784231725136,0.0064782096584214965,0.2500385027358081,7.625,0.414578098794425,1.997846717186915,0.054370898202547535,0.028688524590164022,0.2507831534980857
B1,23/02/2020,Gent,St Truiden,H,1.3,5.0,10.0,1.33,5.25,9.0,1.31,5.1,8.4,1.28,5.25,9.5,2019/20,€95.10m,€26.75m,1.32,5.6,9.36,1.33,5.0,9.5,1.3050000000000002,0.018027756377319962,1.999862332169955,0.013814372702927173,0.00766283524904221,0.2500477325041996,5.15,0.10606601717798217,1.999693336483095,0.02059534314135576,0.01092233009708754,0.25010747132322025,9.225,0.5931905258852335,1.9970072392528109,0.06430249603091961,0.03590785907859084,0.25105643508781017
B1,28/02/2020,St Truiden,Mechelen,A,3.0,3.6,2.2,3.1,3.5,2.3,2.95,3.45,2.2,2.7,3.6,2.4,2019/20,€26.75m,€23.63m,3.07,3.65,2.27,2.9,3.6,2.25,2.9375,0.1473728265318949,1.9981617465238366,0.050169472861921666,0.02659574468085113,0.250678307966231,3.5374999999999996,0.06495190528383288,1.9997564798935987,0.018360962624405057,0.009717314487632578,0.2500849675076061,2.2750000000000004,0.08291561975888487,1.9990472091364968,0.0364464262676417,0.019230769230769162,0.25032093324850946
B1,29/02/2020,Waasland-Beveren,Anderlecht,A,4.75,4.0,1.66,4.75,4.0,1.7,4.7,3.75,1.67,4.75,3.8,1.67,2019/20,€14.93m,€137.28m,4.98,3.98,1.7,6.5,4.0,1.5,4.7375,0.021650635094610887,1.9999849077436034,0.004570054901237126,0.0019788918205805306,0.25000527689634067,3.8875,0.11388041973930377,1.999380455047382,0.02929399864676624,0.015273311897106012,0.25021548659339643,1.6749999999999998,0.015000000000000015,1.9999423026088181,0.008955223880597024,0.004477611940298498,0.2500197354699565
B1,29/02/2020,Eupen,Mouscron,H,2.05,3.6,3.3,2.15,3.5,3.3,2.05,3.3,3.45,2.1,3.3,3.4,2019/20,€26.05m,€26.15m,2.07,3.58,3.62,2.05,3.6,3.4,2.0874999999999995,0.04145780987944255,1.999716384763986,0.019860028684762904,0.010479041916167775,0.25009674410688865,3.425,0.1299038105676659,1.9989648017732642,0.037928119873771066,0.020072992700729708,0.25035421505449185,3.3625,0.06495190528383303,1.999731193493306,0.019316551757273766,0.010223048327137718,0.25009254015542937
B1,29/02/2020,Waregem,Kortrijk,D,2.25,3.6,2.9,2.35,3.7,2.8,2.35,3.5,2.75,2.1,3.6,3.2,2019/20,€30.08m,€19.90m,2.43,3.7,2.79,2.55,3.6,2.55,2.2624999999999997,0.10231690964840562,1.9985084663691652,0.045222943491008014,0.023480662983425438,0.2505460290061422,3.6,0.07071067811865482,1.9997216665451496,0.019641855032959673,0.01041666666666674,0.25009656232176186,2.9124999999999996,0.17455300054711187,1.9974498459569356,0.059932360702871036,0.0311158798283262,0.25081621965268847
B1,29/02/2020,Antwerp,Oostende,H,1.4,4.75,7.0,1.4,5.0,7.5,1.38,4.5,7.4,1.38,4.5,8.0,2019/20,€49.98m,€23.85m,1.38,4.91,8.58,1.36,5.0,8.0,1.39,0.010000000000000009,1.9999626647822029,0.007194244604316554,0.003597122302158251,0.25001293928885676,4.6875,0.2072890493972125,1.9985988944278994,0.04422166387140533,0.023333333333333428,0.250469252059937,7.475,0.35619517121937516,1.998366190516266,0.04765152792232444,0.02591973244147172,0.2505602578168302
B1,01/03/2020,Genk,Club Brugge,A,4.2,3.75,1.8,4.0,3.6,1.91,3.9,3.5,1.87,4.0,3.5,1.88,2019/20,€113.53m,€160.73m,4.03,3.65,1.94,3.8,3.6,1.9,4.0249999999999995,0.10897247358851693,1.9994742328765764,0.027073906481619118,0.013975155279503104,0.2501772093512272,3.5875,0.10231690964840563,1.9994169466640752,0.028520392933353487,0.014808362369337802,0.2501957673777693,1.865,0.0403112887414927,1.9996612685011448,0.021614632032971957,0.011394101876675666,0.2501204483985622
B1,01/03/2020,Charleroi,Standard,H,2.37,3.4,2.9,2.45,3.6,2.75,2.4,3.2,2.9,2.45,3.3,2.8,2019/20,€31.65m,€76.68m,2.39,3.45,3.01,2.37,3.4,2.9,2.4175,0.03418698582794342,1.9998555509906042,0.014141462596874217,0.007497414684591419,0.25005039434199217,3.375,0.1479019945774904,1.998622688952581,0.0438228132081453,0.024074074074073915,0.25046407321983005,2.8375,0.06495190528383288,1.9996213713707367,0.022890539307077667,0.012114537444933848,0.25013233603682866
B1,01/03/2020,Cercle Brugge,Gent,H,3.6,3.5,2.0,3.7,3.6,2.0,3.3,3.55,2.0,3.3,3.7,2.0,2019/20,€31.93m,€95.10m,3.49,3.68,2.08,3.5,3.6,2.0,3.4750000000000005,0.1785357107135714,1.9980987241058652,0.05137718293915723,0.026978417266186883,0.2506528282579951,3.5875000000000004,0.0739509972887453,1.9996943628033224,0.020613518408012624,0.011324041811846763,0.2501044381759534,2.0,0.0,2.0,0.0,0.0,0.25
B1,07/03/2020,Anderlecht,Waregem,H,1.4,4.5,8.0,1.42,4.75,7.5,1.42,4.55,6.5,1.44,4.4,6.5,2019/20,€137.28m,€30.08m,1.44,4.91,6.96,1.28,5.75,9.0,1.42,0.014142135623730963,1.9999284495763057,0.009959250439247157,0.005281690140845008,0.2500248040470443,4.55,0.12747548783981952,1.9994365188820087,0.028016590734026268,0.015109890109890056,0.25019071100426554,7.125,0.649519052838329,1.9940340210805982,0.0911605688194146,0.04824561403508776,0.2520094550519502
B1,07/03/2020,Club Brugge,Cercle Brugge,H,1.33,5.0,8.0,1.36,4.75,9.25,1.35,4.8,7.8,1.32,4.8,9.5,2019/20,€160.73m,€31.93m,1.33,5.26,9.97,1.36,4.75,7.0,1.3400000000000003,0.01581138830084191,1.999899564172544,0.011799543508090975,0.006529850746268551,0.25003481254185467,4.8375,0.09601432184835763,1.999717658192538,0.019847921829117855,0.009689922480620172,0.2500947428672959,8.6375,0.7461358790461695,1.994612266375398,0.08638331450606884,0.04594790159189577,0.25186439824696977
B1,07/03/2020,Gent,Charleroi,A,1.8,3.75,4.33,1.83,3.9,4.1,1.8,3.6,4.05,1.8,3.6,4.2,2019/20,€95.10m,€31.65m,1.83,3.82,4.29,1.9,3.6,4.0,1.8074999999999999,0.012990381056766592,1.9999628432802958,0.007186932811489124,0.003112033195020736,0.2500127013158564,3.7125,0.12437342963832741,1.999194625628579,0.03350126050864038,0.017676767676767513,0.25027187494505987,4.17,0.10700467279516362,1.9995266311237216,0.025660592996442116,0.014088729016786594,0.25016129837293244
B1,07/03/2020,Kortrijk,Antwerp,A,2.8,3.6,2.3,3.0,3.6,2.3,2.95,3.35,2.25,2.9,3.4,2.3,2019/20,€19.90m,€49.98m,3.04,3.64,2.29,2.8,3.6,2.3,2.9124999999999996,0.0739509972887453,1.9995331446479079,0.025390900356650748,0.013948497854077146,0.25016500201332414,3.4875,0.11388041973930377,1.999230096153966,0.032653883796216136,0.017025089605734678,0.25026789665126475,2.2874999999999996,0.021650635094610887,1.9999351428157193,0.009464758511305307,0.004098360655737654,0.250022893074082
B1,07/03/2020,Mechelen,Eupen,D,1.45,4.0,7.5,1.5,4.6,6.0,1.5,4.05,5.9,1.6,4.0,5.25,2019/20,€23.63m,€26.05m,1.52,4.4,6.38,1.45,4.0,6.5,1.5125000000000002,0.054486236794258465,1.999070802603432,0.036023958211079975,0.018595041322313932,0.2503105266396381,4.1625,0.253414186658916,1.99738423682238,0.060880285083223074,0.02777777777777768,0.25081119556387627,6.1625,0.8241472865938466,1.9874370732398905,0.13373586800711507,0.06947261663286008,0.2538451084300633
B1,07/03/2020,Mouscron,Waasland-Beveren,H,2.05,3.5,3.5,2.2,3.5,3.25,2.1,3.4,3.25,2.1,3.5,3.2,2019/20,€26.15m,€14.93m,2.2,3.55,3.3,2.15,3.5,3.25,2.1125,0.054486236794258534,1.999522708928348,0.02579230144106913,0.013313609467455523,0.2501610715569173,3.475,0.043301270189221974,1.9998874512721907,0.012460797176754525,0.0053956834532373765,0.25003995950769886,3.3,0.1172603939955857,1.9991000781469128,0.03553345272593506,0.017045454545454586,0.250293614716639
B1,07/03/2020,Oostende,Genk,A,3.4,3.6,2.0,3.4,3.6,2.1,3.35,3.5,2.0,3.3,3.6,2.05,2019/20,€23.85m,€113.53m,3.57,3.65,2.06,3.6,3.6,1.9,3.3625,0.04145780987944252,1.9998901170236323,0.012329460187194802,0.006505576208178487,0.2500384773394222,3.575,0.043301270189221974,1.9998936741990638,0.012112243409572579,0.005244755244755428,0.2500377244605402,2.0374999999999996,0.04145780987944252,1.9997023165805357,0.02034739135187363,0.010736196319018232,0.2501015044338466
B1,07/03/2020,Standard,St Truiden,D,1.36,5.0,8.5,1.34,5.25,9.0,1.35,4.9,7.5,1.3,5.0,10.0,2019/20,€76.68m,€26.75m,1.35,5.2,8.87,1.36,5.0,8.5,1.3375,0.022776083947860768,1.9997898117054276,0.017028847811484688,0.008878504672897192,0.25007462336369185,5.0375,0.1293010054098574,1.999527884525044,0.02566769338160941,0.013027295285359619,0.25015833176956276,8.75,0.9013878188659973,1.9923196003865036,0.10301575072754254,0.05714285714285716,0.25272632334965156
B1,08/08/2020,Club Brugge,Charleroi,A,1.5,3.8,6.0,1.5,4.0,6.5,1.53,3.8,6.0,1.5,4.0,6.5,2020/21,€170.90m,€42.83m,1.53,4.13,6.81,1.57,3.75,5.25,1.5075,0.012990381056766592,1.9999466120408442,0.008617168196860094,0.003731343283582156,0.2500181999077871,3.9000000000000004,0.10000000000000009,1.9995256892936493,0.02564102564102566,0.012820512820512775,0.25016436554898097,6.25,0.25,1.9988455359952022,0.04,0.020000000000000018,0.25040000000000007
B1,08/08/2020,Antwerp,Mouscron,D,1.3,5.0,10.0,1.3,5.25,9.0,1.33,4.8,8.75,1.29,5.0,11.0,2020/21,€54.40m,€18.03m,1.32,5.34,10.09,1.44,4.2,6.0,1.3050000000000002,0.015000000000000013,1.9999050171471715,0.011494252873563227,0.005747126436781658,0.25003236981273463,5.0125,0.15958931668504636,1.9992703531902851,0.03183826766783967,0.016832917705735584,0.2502504214409616,9.6875,0.8904879280484379,1.9939674977869304,0.09192133450822584,0.050000000000000044,0.251983215640572
B1,08/08/2020,Standard,Cercle Brugge,H,1.4,4.5,6.5,1.4,4.75,6.75,1.43,4.4,6.75,1.4,4.5,7.5,2020/21,€85.25m,€40.45m,1.43,4.75,7.44,1.45,4.5,6.5,1.4074999999999998,0.012990381056766592,1.9999387705594558,0.009229400395571293,0.00399644760213147,0.2500208487124761,4.5375,0.1293010054098574,1.999418513282628,0.028496089346525047,0.014462809917355157,0.25019433518937095,6.875,0.375,1.9978862984632844,0.05454545454545454,0.027272727272727337,0.25067901611328125
B1,09/08/2020,St Truiden,Gent,H,4.5,3.8,1.65,4.6,4.0,1.67,4.3,3.85,1.7,4.33,4.0,1.7,2020/21,€23.08m,€81.65m,4.54,4.19,1.72,5.5,4.0,1.6,4.4325,0.12316147936753592,1.9994440872369745,0.027786007753533203,0.015087422447828569,0.25019085756887177,3.9125,0.08926785535678566,1.9996241190182482,0.022816065266910074,0.01198083067092659,0.250130859967388,1.68,0.021213203435596444,1.9998848327779495,0.012626906806902646,0.006696428571428825,0.2500401839448655
B1,09/08/2020,Waregem,Genk,A,3.75,3.6,1.9,3.7,3.75,1.87,3.45,3.65,1.95,3.5,3.8,1.91,2020/21,€22.75m,€140.05m,3.65,3.91,1.97,3.8,4.0,1.8,3.5999999999999996,0.1274754878398196,1.9990953155132338,0.03540985773328323,0.0190972222222221,0.2503136392973524,3.6999999999999997,0.0790569415042094,1.9996706436323575,0.021366740947083622,0.01182432432432412,0.25011419072270313,1.9075,0.028613807855648946,1.99983787472723,0.015000685638610194,0.008191349934469239,0.2500558656948598
B1,09/08/2020,Mechelen,Anderlecht,D,4.5,3.5,1.8,4.4,3.5,1.8,4.0,3.4,1.85,4.2,3.5,1.83,2020/21,€31.88m,€139.80m,4.33,3.6,1.89,3.4,3.4,2.1,4.275,0.19202864369671524,1.998537683850349,0.04491898098168777,0.024853801169590684,0.2505188531830915,3.475,0.043301270189221974,1.9998874512721907,0.012460797176754525,0.0053956834532373765,0.25003995950769886,1.8199999999999998,0.021213203435596444,1.9999021192094375,0.011655606283294751,0.006181318681318659,0.2500337200247288
B1,09/08/2020,Kortrijk,Waasland-Beveren,A,1.6,3.8,4.75,1.67,4.0,4.5,1.63,3.85,4.8,1.62,4.0,5.0,2020/21,€31.80m,€20.95m,1.65,4.18,5.08,1.53,4.0,5.75,1.6300000000000001,0.02549509756796386,1.999824010623532,0.01564116415212507,0.008435582822085896,0.25006016665296626,3.9125,0.08926785535678566,1.9996241190182482,0.022816065266910074,0.01198083067092659,0.250130859967388,4.7625,0.17809758560968758,1.9989881835358045,0.0373958185007218,0.020341207349081403,0.25035642948883985
B1,10/08/2020,Oud-Heverlee Leuven,Eupen,D,2.3,3.4,3.0,2.3,3.4,2.9,2.35,3.25,2.85,2.35,3.4,2.88,2020/21,€32.65m,€21.10m,2.4,3.56,2.92,2.05,3.6,3.3,2.3249999999999997,0.025000000000000133,1.9999165959739287,0.010752688172043069,0.005376344086021501,0.25002890507573133,3.3625,0.06495190528383286,1.9997288032186364,0.019316551757273714,0.00836431226765777,0.25009758706935187,2.9075,0.056291651245988505,1.9997309921797268,0.019360843076866207,0.010103181427343122,0.2500908742480702
B1,10/08/2020,Oostende,Beerschot VA,A,2.3,3.4,3.0,2.3,3.5,2.9,2.3,3.3,2.9,2.3,3.5,2.9,2020/21,€34.55m,€24.80m,2.34,3.63,2.97,2.8,3.5,2.37,2.3,0.0,2.0,0.0,0.0,0.25,3.425,0.08291561975888508,1.9995754864095185,0.024208940075586886,0.012773722627737127,0.25015018575738046,2.9250000000000003,0.043301270189221974,1.9998428012555898,0.014803853056144263,0.0064102564102563875,0.25005296236141517
B1,14/08/2020,Mouscron,Mechelen,A,3.5,3.4,2.05,3.6,3.5,2.05,3.35,3.3,2.1,3.5,3.4,2.05,2020/21,€18.03m,€31.88m,3.54,3.62,2.08,4.0,3.5,1.9,3.4875,0.08926785535678562,1.9995256192241246,0.025596517665028136,0.013440860215053752,0.25016758947087636,3.4000000000000004,0.07071067811865482,1.9996879534788257,0.020797258270192593,0.011029411764705843,0.2501082718981202,2.0625,0.02165063509461108,1.99992083045956,0.010497277621629615,0.00454545454545463,0.25002689232313824
B1,15/08/2020,Genk,Oud-Heverlee Leuven,D,1.25,6.0,12.0,1.3,5.5,10.0,1.25,5.5,10.0,1.24,5.8,11.0,2020/21,€140.05m,€32.65m,1.27,6.0,11.37,1.16,7.5,13.0,1.26,0.02345207879911717,1.9997516906681836,0.018612760951680293,0.008928571428571175,0.2500833451351169,5.7,0.21213203435596423,1.9990044793330626,0.037216146378239334,0.019736842105263275,0.25033871837039284,10.75,0.82915619758885,1.9957563893204375,0.07713080907803255,0.04069767441860472,0.2513891393073153
B1,15/08/2020,Charleroi,Oostende,H,1.4,4.2,8.5,1.4,4.6,8.25,1.4,4.3,7.25,1.38,4.6,8.0,2020/21,€42.83m,€34.55m,1.39,4.88,8.45,1.44,4.5,6.5,1.395,0.008660254037844393,1.9999721323448272,0.006208067410641142,0.0026881720430107503,0.25000977466147095,4.425,0.17853571071357105,1.9988235378448995,0.040347053268603626,0.021186440677966045,0.2504110781378258,8.0,0.46770717334674267,1.997498504687187,0.05846339666834283,0.03125,0.2509326066027354
B1,15/08/2020,Gent,Kortrijk,A,1.36,4.75,8.0,1.36,5.25,8.0,1.4,4.6,7.0,1.36,5.0,7.5,2020/21,€81.65m,€31.80m,1.4,5.04,7.77,1.57,4.33,5.0,1.37,0.017320508075688693,1.9998852552188593,0.012642706624590286,0.005474452554744547,0.25003881786657006,4.9,0.24748737341529176,1.9981655046226046,0.05050762722761056,0.028061224489795977,0.25062615771858987,7.625,0.414578098794425,1.997846717186915,0.054370898202547535,0.028688524590164022,0.2507831534980857
B1,16/08/2020,Cercle Brugge,Antwerp,H,3.8,3.8,1.85,4.0,3.9,1.83,3.8,3.55,1.85,3.9,3.8,1.83,2020/21,€40.45m,€54.40m,3.95,3.96,1.88,4.33,3.8,1.75,3.875,0.08291561975888508,1.9996708481591756,0.021397579292615505,0.011290322580645107,0.25011214314705854,3.7625,0.12930100540985753,1.999139940548696,0.034365715723550176,0.01744186046511631,0.250312675382653,1.8399999999999999,0.010000000000000009,1.9999786935529436,0.005434782608695657,0.0027173913043476716,0.2500073842155009
B1,16/08/2020,Beerschot VA,Waregem,H,2.4,3.4,2.8,2.35,3.5,2.95,2.3,3.25,2.9,2.35,3.4,2.88,2020/21,€24.80m,€22.75m,2.34,3.53,3.04,2.1,3.5,3.25,2.3499999999999996,0.03535533905932741,1.9998367130024461,0.015044825131628688,0.007978723404255206,0.25005662512995336,3.3875,0.08926785535678562,1.9994971393500218,0.02635213442266734,0.013837638376383854,0.2501777600084272,2.8825,0.054025456962435894,1.9997459487204425,0.01874256963137412,0.010190806591500401,0.2500892097724182
B1,16/08/2020,Eupen,Club Brugge,A,8.5,4.5,1.36,8.75,4.5,1.4,7.5,4.3,1.4,8.0,4.75,1.36,2020/21,€21.10m,€170.90m,8.3,4.43,1.44,7.5,4.2,1.45,8.1875,0.480071609241788,1.9975042224241606,0.05863470036540922,0.03244274809160297,0.25089290302989137,4.5125,0.15958931668504636,1.999099877205282,0.035366053559013046,0.018698060941828132,0.25030869708182524,1.38,0.019999999999999907,1.9998484829291057,0.01449275362318834,0.007246376811594235,0.25005250997689554
B1,16/08/2020,Anderlecht,St Truiden,H,1.4,4.5,7.5,1.42,4.4,7.25,1.43,4.3,6.5,1.42,4.75,6.5,2020/21,€139.80m,€23.08m,1.45,4.76,7.08,1.66,4.0,4.75,1.4175,0.010897247358851694,1.9999572962456953,0.007687652457743699,0.003968253968253954,0.2500149260176315,4.4875,0.16723860200324567,1.9990049006598944,0.037267655042506,0.020194986072423315,0.2503335367232212,6.9375,0.44633927678392815,1.9970191810321605,0.06433719304993558,0.03378378378378377,0.25102126339994224
